time,gps_lat_upper,gps_lon_upper,gps_alt_upper,t_u_upper,rh_u_upper,station_id_upper,site,position_upper,resolution,season,gps_lat_lower,gps_lon_lower,gps_alt_lower,t_u_lower,rh_u_lower,station_id_lower,position_lower,elev_upper_fixed,elev_lower_fixed,elev_diff_m,gradient_per100m
2020-10-01,79.834878,-25.163411,864.56,-20.0904,69.534,KPC_U,KPC,U,month,SON,79.910824,-24.08142,361.75,-15.7962,64.1478,KPC_L,L,866.415,365.81,500.60499999999996,-0.8578020595079952
2020-11-01,79.83488,-25.163334,863.94,-23.4562,67.759,KPC_U,KPC,U,month,SON,79.910824,-24.081399,361.17,-19.4893,60.3767,KPC_L,L,866.415,365.81,500.60499999999996,-0.7924211703838354
2020-12-01,79.834889,-25.163311,863.69,-27.5633,68.8283,KPC_U,KPC,U,month,DJF,79.910821,-24.08137,361.53,-24.5142,62.9658,KPC_L,L,866.415,365.81,500.60499999999996,-0.6090830095584349
2021-01-01,79.834896,-25.163247,863.99,-25.3676,70.024,KPC_U,KPC,U,month,DJF,79.910821,-24.08134,361.67,-21.9714,63.4655,KPC_L,L,866.415,365.81,500.60499999999996,-0.6784191128734233
2021-02-01,79.834905,-25.163189,864.09,-25.4927,67.3204,KPC_U,KPC,U,month,DJF,79.910823,-24.081318,362.15,-21.7243,61.8561,KPC_L,L,866.415,365.81,500.60499999999996,-0.7527691493293115
2021-03-01,79.834905,-25.163159,864.35,-29.4598,64.8648,KPC_U,KPC,U,month,MAM,79.910822,-24.081307,361.57,-25.424,59.546,KPC_L,L,866.415,365.81,500.60499999999996,-0.8061845167347514
2021-04-01,79.834915,-25.1631,865.63,-20.7936,65.4926,KPC_U,KPC,U,month,MAM,79.910822,-24.081292,362.99,-16.7518,58.5783,KPC_L,L,866.415,365.81,500.60499999999996,-0.8073830664895482
2021-05-01,79.834923,-25.163072,865.72,-11.0001,71.1822,KPC_U,KPC,U,month,MAM,79.910823,-24.081282,363.81,-6.3178,64.3667,KPC_L,L,866.415,365.81,500.60499999999996,-0.935328252814095
2021-06-01,79.834928,-25.16303,866.19,-2.8673,76.8833,KPC_U,KPC,U,month,JJA,79.910823,-24.081263,364.11,1.1485,69.5303,KPC_L,L,866.415,365.81,500.60499999999996,-0.8021893508854288
2021-07-01,79.834934,-25.162985,865.94,-0.1862,77.2762,KPC_U,KPC,U,month,JJA,79.910817,-24.081212,363.35,3.3745,67.4097,KPC_L,L,866.415,365.81,500.60499999999996,-0.7112793519840992
2021-08-01,79.83494,-25.162931,865.33,-1.4166,82.8341,KPC_U,KPC,U,month,JJA,79.910808,-24.081165,361.54,1.858,75.8929,KPC_L,L,866.415,365.81,500.60499999999996,-0.6541285045095436
2021-09-01,79.834947,-25.162881,865.2,-10.5004,79.8861,KPC_U,KPC,U,month,SON,79.910806,-24.081142,361.03,-5.7075,73.1009,KPC_L,L,866.415,365.81,500.60499999999996,-0.9574215199608478
2021-10-01,79.834955,-25.162837,864.74,-19.9037,71.1233,KPC_U,KPC,U,month,SON,79.910807,-24.081121,360.57,-15.3381,64.8049,KPC_L,L,866.415,365.81,500.60499999999996,-0.9120164600832993
2021-11-01,79.834962,-25.162787,865.59,-25.881,70.8148,KPC_U,KPC,U,month,SON,79.910805,-24.081088,360.54,-21.2053,64.9193,KPC_L,L,866.415,365.81,500.60499999999996,-0.9340098480838185
2021-12-01,79.834967,-25.162726,864.49,-24.4977,66.5458,KPC_U,KPC,U,month,DJF,79.910804,-24.081057,360.25,-22.351,63.2516,KPC_L,L,866.415,365.81,500.60499999999996,-0.4288211264370111
2022-01-01,79.834974,-25.16268,863.71,-28.7662,69.7453,KPC_U,KPC,U,month,DJF,79.910806,-24.081031,360.58,-24.3493,64.3554,KPC_L,L,866.415,365.81,500.60499999999996,-0.8823124019935883
2022-02-01,79.834975,-25.162621,863.22,-31.1846,64.3663,KPC_U,KPC,U,month,DJF,79.910801,-24.081016,359.93,-26.9199,57.901,KPC_L,L,866.415,365.81,500.60499999999996,-0.8519091898802452
2022-03-01,79.834983,-25.162534,864.93,-27.597,69.4922,KPC_U,KPC,U,month,MAM,79.910807,-24.080981,363.24,-23.9351,62.41,KPC_L,L,866.415,365.81,500.60499999999996,-0.7314948911816708
2022-04-01,79.834992,-25.16254,866.47,-25.3494,61.1697,KPC_U,KPC,U,month,MAM,79.910804,-24.08099,363.2,-21.7796,57.563,KPC_L,L,866.415,365.81,500.60499999999996,-0.7130971524455412
2022-05-01,79.834999,-25.162506,868.1,-12.62,67.8032,KPC_U,KPC,U,month,MAM,79.910804,-24.080986,364.3,-8.4624,63.2707,KPC_L,L,866.415,365.81,500.60499999999996,-0.8305150767571237
2022-06-01,79.835008,-25.162459,868.03,-4.4608,82.71,KPC_U,KPC,U,month,JJA,79.910808,-24.08097,364.22,-0.9479,77.0069,KPC_L,L,866.415,365.81,500.60499999999996,-0.7017309056042189
2022-07-01,79.835011,-25.162435,866.03,0.4396,85.6791,KPC_U,KPC,U,month,JJA,79.910802,-24.080942,362.68,3.2644,74.9247,KPC_L,L,866.415,365.81,500.60499999999996,-0.5642772245582846
2022-08-01,79.835018,-25.162368,866.71,-3.8722,82.018,KPC_U,KPC,U,month,JJA,79.910798,-24.080911,361.6,0.3282,75.5181,KPC_L,L,866.415,365.81,500.60499999999996,-0.8390647316746738
2022-09-01,79.835027,-25.162314,866.54,-8.435,82.0143,KPC_U,KPC,U,month,SON,79.910799,-24.080879,362.15,-5.0772,76.837,KPC_L,L,866.415,365.81,500.60499999999996,-0.6707483944427244
2022-10-01,79.835032,-25.162251,865.68,-21.7699,68.5471,KPC_U,KPC,U,month,SON,79.910797,-24.080853,361.21,-16.7109,66.2696,KPC_L,L,866.415,365.81,500.60499999999996,-1.0105772015860812
2023-05-01,79.835078,-25.161917,868.96,-14.3373,70.9366,KPC_U,KPC,U,month,MAM,79.910798,-24.080734,364.53,-10.1867,66.6447,KPC_L,L,866.415,365.81,500.60499999999996,-0.8291167687098613
2023-06-01,79.835086,-25.161878,869.76,-4.2995,76.2441,KPC_U,KPC,U,month,JJA,79.9108,-24.080717,365.51,0.0031,67.7416,KPC_L,L,866.415,365.81,500.60499999999996,-0.8594800291647107
2023-07-01,79.835089,-25.161838,867.92,0.784,80.1812,KPC_U,KPC,U,month,JJA,79.910794,-24.080689,363.64,4.0786,68.8654,KPC_L,L,866.415,365.81,500.60499999999996,-0.6581236703588659
2023-08-01,79.835097,-25.161792,868.59,-0.4282,81.4372,KPC_U,KPC,U,month,JJA,79.910792,-24.080666,363.66,2.5293,73.7594,KPC_L,L,866.415,365.81,500.60499999999996,-0.5907851499685381
2023-09-01,79.835103,-25.161726,866.67,-10.073,79.1096,KPC_U,KPC,U,month,SON,79.910789,-24.080633,361.64,-5.5457,71.544,KPC_L,L,866.415,365.81,500.60499999999996,-0.904365717481847
2023-10-01,79.835108,-25.161669,867.04,-19.0224,70.8578,KPC_U,KPC,U,month,SON,79.910788,-24.080613,361.57,-14.8279,67.3733,KPC_L,L,866.415,365.81,500.60499999999996,-0.8378861577491239
2024-05-01,79.835161,-25.161339,869.73,-12.8694,73.0344,KPC_U,KPC,U,month,MAM,79.910789,-24.080489,363.9,-8.406,69.0781,KPC_L,L,866.415,365.81,500.60499999999996,-0.8916011625932622
2024-06-01,79.835165,-25.161312,869.38,-3.2958,79.9534,KPC_U,KPC,U,month,JJA,79.91079,-24.080474,364.73,0.1299,74.8387,KPC_L,L,866.415,365.81,500.60499999999996,-0.6843119825011736
2024-07-01,79.835172,-25.161271,869.48,0.2548,79.8111,KPC_U,KPC,U,month,JJA,79.91079,-24.080449,363.98,3.2114,73.1429,KPC_L,L,866.415,365.81,500.60499999999996,-0.5906053675053186
2024-08-01,79.835179,-25.161219,868.29,-3.6693,80.0146,KPC_U,KPC,U,month,JJA,79.91079,-24.080416,363.15,0.7945,71.9979,KPC_L,L,866.415,365.81,500.60499999999996,-0.8916810659102486
2024-09-01,79.835183,-25.161161,868.14,-10.4803,77.1958,KPC_U,KPC,U,month,SON,79.910787,-24.080394,361.98,-6.6143,70.6717,KPC_L,L,866.415,365.81,500.60499999999996,-0.7722655586740045
2024-10-01,79.835191,-25.161069,867.92,-17.0019,74.2966,KPC_U,KPC,U,month,SON,79.910786,-24.08036,360.83,-13.0583,68.3494,KPC_L,L,866.415,365.81,500.60499999999996,-0.7877668021693752
2025-05-01,79.835236,-25.160778,867.51,-11.5037,70.9477,KPC_U,KPC,U,month,MAM,79.910789,-24.080255,362.02,-8.0214,67.9054,KPC_L,L,866.415,365.81,500.60499999999996,-0.6956183018547559
2025-06-01,79.835244,-25.160741,866.41,-4.7149,80.3905,KPC_U,KPC,U,month,JJA,79.910788,-24.08024,361.02,-2.2899,77.3937,KPC_L,L,866.415,365.81,500.60499999999996,-0.48441385923033137
2025-07-01,79.835251,-25.160714,866.94,-0.6406,78.7198,KPC_U,KPC,U,month,JJA,79.910789,-24.08022,362.26,2.3326,74.0946,KPC_L,L,866.415,365.81,500.60499999999996,-0.5939213551602561
2025-08-01,79.835256,-25.160663,866.31,-1.8791,82.5803,KPC_U,KPC,U,month,JJA,79.910787,-24.080198,361.2,1.9292,74.9302,KPC_L,L,866.415,365.81,500.60499999999996,-0.7607395051987096
2025-09-01,79.835263,-25.160588,866.72,-12.0369,76.9741,KPC_U,KPC,U,month,SON,79.910787,-24.080173,360.66,-6.9776,71.3375,KPC_L,L,866.415,365.81,500.60499999999996,-1.0106371290738208
2025-10-01,79.835271,-25.160549,865.4,-16.4583,72.7453,KPC_U,KPC,U,month,SON,79.910788,-24.080157,359.56,-11.319,66.2684,KPC_L,L,866.415,365.81,500.60499999999996,-1.02661779247111
2010-05-01,64.497176,-49.266848,1137.49,0.8853,68.6314,NUK_U,NUK,U,month,MAM,64.481892,-49.531048,559.66,4.1247,61.9502,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.5433912890320308
2010-06-01,64.49712,-49.267181,1137.66,1.7762,76.692,NUK_U,NUK,U,month,JJA,64.481917,-49.531381,557.35,4.3081,72.9429,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.4247121086312894
2011-09-01,64.496471,-49.270716,1127.59,-3.2387,71.7547,NUK_U,NUK,U,month,SON,64.482168,-49.535184,538.34,1.0698,66.1422,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.7227268533662115
2011-10-01,64.496438,-49.270897,1127.0,-10.0816,67.0957,NUK_U,NUK,U,month,SON,64.482189,-49.535375,538.01,-5.8947,62.6296,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.7023291313354973
2011-11-01,64.496378,-49.271139,1128.24,-15.5946,62.2232,NUK_U,NUK,U,month,SON,64.48219,-49.535615,537.03,-11.1868,54.065,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.7393838747284639
2011-12-01,,,,-16.9123,71.4335,NUK_U,NUK,U,month,DJF,64.482235,-49.535844,537.16,-12.0302,61.9844,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.8189450553137239
2012-01-01,64.496296,-49.27159,1127.01,-16.0028,65.7317,NUK_U,NUK,U,month,DJF,64.482229,-49.536039,537.76,-12.4111,59.5437,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.6024876498167395
2012-02-01,64.496263,-49.271831,1125.63,-13.8991,67.1956,NUK_U,NUK,U,month,DJF,64.482253,-49.536232,532.36,-9.8118,60.0831,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.6856217866458667
2012-03-01,64.496216,-49.272051,1130.91,-16.5221,67.1384,NUK_U,NUK,U,month,MAM,64.482284,-49.536478,542.26,-13.2653,61.3791,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.5463100420199782
2012-04-01,64.496162,-49.272278,1126.31,-5.9466,74.525,NUK_U,NUK,U,month,MAM,64.482303,-49.536723,538.41,-2.3701,72.7267,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.5999379345629001
2012-05-01,64.496119,-49.272492,1127.12,-1.605,68.83,NUK_U,NUK,U,month,MAM,64.48233,-49.536991,540.28,2.0022,67.4962,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.605087688397957
2012-06-01,64.496061,-49.272772,1126.98,2.521,71.6974,NUK_U,NUK,U,month,JJA,64.482361,-49.537288,539.2,5.0538,69.0073,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.4248630786134247
2012-07-01,64.496018,-49.273033,1125.74,3.2899,74.9646,NUK_U,NUK,U,month,JJA,64.482387,-49.537543,534.81,6.559,68.1209,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.5483732984424932
2012-08-01,64.495972,-49.273243,1125.39,1.9588,77.5668,NUK_U,NUK,U,month,JJA,64.482409,-49.537807,531.39,5.2878,71.2407,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.558421189475715
2012-09-01,64.495889,-49.273453,1122.71,-0.8916,79.9324,NUK_U,NUK,U,month,SON,64.482435,-49.53801,530.04,3.0418,72.5874,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.6598059197007441
2012-10-01,64.495855,-49.273618,1120.82,-4.2175,77.0221,NUK_U,NUK,U,month,SON,64.482452,-49.538189,527.43,-0.3063,68.363,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.6560819934747419
2012-11-01,64.495834,-49.27383,1121.2,-10.7161,73.3699,NUK_U,NUK,U,month,SON,64.482481,-49.538427,526.12,-6.9057,65.8244,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.6391733554755976
2012-12-01,64.495774,-49.274027,1117.74,-11.8127,61.7814,NUK_U,NUK,U,month,DJF,64.482483,-49.538597,526.34,-8.5575,53.3676,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.5460416509406271
2013-08-01,64.511546,-49.262277,1131.75,0.1597,76.7256,NUK_U,NUK,U,month,JJA,64.482617,-49.540195,525.89,3.5889,68.1986,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.5752291808201027
2013-09-01,64.511536,-49.262455,1130.26,-2.5555,77.6783,NUK_U,NUK,U,month,SON,64.482639,-49.540395,524.86,1.7802,67.8394,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.7272895017151869
2013-10-01,64.511519,-49.262608,1130.16,-6.7392,72.1243,NUK_U,NUK,U,month,SON,64.48266,-49.540587,523.83,-1.9567,62.2315,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.8022377106240933
2013-11-01,64.511506,-49.262879,1128.54,-11.7977,78.0616,NUK_U,NUK,U,month,SON,64.482679,-49.540815,520.7,-7.3785,64.6722,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.7412961611688434
2014-08-01,64.511293,-49.264498,1127.63,1.9513,76.3979,NUK_U,NUK,U,month,JJA,64.481986,-49.529962,548.13,5.069,67.8616,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.5229767925588574
2014-09-01,64.511268,-49.264639,1127.7,-3.2313,81.299,NUK_U,NUK,U,month,SON,64.481993,-49.530205,545.13,0.8257,73.1857,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.6805391305806475
2014-10-01,64.511253,-49.264771,1126.94,-9.0643,73.7118,NUK_U,NUK,U,month,SON,64.482002,-49.5304,543.46,-4.1484,63.957,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.8246148168650247
2014-11-01,64.511224,-49.26494,1126.99,-12.2641,66.0557,NUK_U,NUK,U,month,SON,64.481999,-49.530646,540.38,-7.4485,56.8968,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.8077900510781774
2014-12-01,64.511224,-49.265067,1126.97,-17.0389,76.1297,NUK_U,NUK,U,month,DJF,64.482024,-49.530833,545.45,-11.6964,64.3784,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.8961745883971185
2015-01-01,64.5112,-49.265232,1128.12,-20.9939,70.6301,NUK_U,NUK,U,month,DJF,64.482035,-49.531047,548.09,-16.5231,60.9803,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.7499517734779293
2015-02-01,64.511184,-49.265383,1130.15,-20.3498,74.1794,NUK_U,NUK,U,month,DJF,64.482023,-49.531233,540.64,-15.9074,64.9892,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.7451878318194396
2015-03-01,,,,-19.5873,70.3082,NUK_U,NUK,U,month,MAM,64.482047,-49.531413,539.92,-15.3466,62.1307,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.7113537813786913
2015-07-01,64.511067,-49.266396,1126.77,1.684,74.7692,NUK_U,NUK,U,month,JJA,64.48212,-49.53247,540.45,4.7637,65.8521,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.5166025044242593
2015-08-01,64.511054,-49.266526,1126.11,-0.0302,77.2089,NUK_U,NUK,U,month,JJA,64.482139,-49.532692,538.91,4.0033,69.2426,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.6765971366026724
2015-09-01,64.511029,-49.266747,1125.3,-3.4397,81.5205,NUK_U,NUK,U,month,SON,64.482154,-49.532929,537.18,0.5212,75.3454,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.6644188913770981
2015-10-01,64.511013,-49.266911,1124.91,-10.5713,76.7483,NUK_U,NUK,U,month,SON,64.482165,-49.533109,535.97,-5.7906,64.548,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.8019357706598229
2015-11-01,64.51099,-49.267106,1123.51,-15.9022,70.1442,NUK_U,NUK,U,month,SON,64.482186,-49.533302,537.0,-11.2954,60.0494,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.7727650152228067
2015-12-01,64.510969,-49.267298,1123.8,-19.4629,67.0642,NUK_U,NUK,U,month,DJF,64.482182,-49.533494,534.8,-15.9522,54.8754,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.58890035142457
2016-01-01,64.510942,-49.267472,1124.14,-13.4646,61.3596,NUK_U,NUK,U,month,DJF,64.482219,-49.533703,539.44,-8.4721,46.3158,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.8374640397889779
2016-02-01,64.510926,-49.267673,1125.06,-14.2441,65.0179,NUK_U,NUK,U,month,DJF,64.482235,-49.533899,538.49,-9.5781,51.8021,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.7826954851588124
2016-03-01,64.510903,-49.267851,1124.51,-12.289,69.5567,NUK_U,NUK,U,month,MAM,64.482251,-49.534077,535.47,-7.8128,59.2236,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.7508575933707404
2016-04-01,64.510879,-49.26807,1123.96,-3.9779,68.745,NUK_U,NUK,U,month,MAM,64.482254,-49.534337,535.34,0.128,58.1521,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.6887418329433277
2016-05-01,64.510857,-49.268258,1124.06,-2.9374,76.7741,NUK_U,NUK,U,month,MAM,64.482278,-49.53461,535.64,1.2098,66.1436,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.6956696776790883
2016-06-01,64.510829,-49.268504,1123.95,1.7102,79.7048,NUK_U,NUK,U,month,JJA,64.482301,-49.534892,534.61,4.6978,70.6938,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.5011532429190886
2016-07-01,64.510808,-49.268727,1122.34,2.1039,77.0415,NUK_U,NUK,U,month,JJA,64.482315,-49.535127,531.47,5.7641,63.2753,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.6139781429014755
2016-08-01,64.510786,-49.268906,1120.29,1.7937,77.6815,NUK_U,NUK,U,month,JJA,64.48233,-49.53536,528.13,4.8613,66.3844,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.5145727968866636
2016-09-01,64.510772,-49.26904,1119.13,-3.9713,75.7121,NUK_U,NUK,U,month,SON,64.482348,-49.535563,525.88,0.4605,65.5525,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.7434097409187364
2016-10-01,64.51076,-49.269157,1118.68,-9.529,72.5691,NUK_U,NUK,U,month,SON,64.482362,-49.53573,524.71,-5.509,65.7275,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.674332586870644
2016-11-01,64.51074,-49.269302,1118.39,-11.5608,81.7071,NUK_U,NUK,U,month,SON,64.482388,-49.53593,525.21,-7.2032,70.4906,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.7309631046138106
2016-12-01,64.510731,-49.269466,1119.38,-16.383,69.737,NUK_U,NUK,U,month,DJF,64.482392,-49.536111,526.0,-10.9706,52.9369,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.907899923676287
2017-01-01,64.510711,-49.269607,1119.37,-15.9084,74.9978,NUK_U,NUK,U,month,DJF,64.482396,-49.536312,521.33,-11.7619,62.3147,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.6955522565818719
2017-02-01,64.510694,-49.269767,1120.45,-16.1833,71.3044,NUK_U,NUK,U,month,DJF,64.482451,-49.536448,528.39,-11.7944,57.6731,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.7362135051036242
2017-03-01,64.510673,-49.269939,1123.52,-15.0312,67.8806,NUK_U,NUK,U,month,MAM,64.48245,-49.536687,524.53,-10.2902,56.8155,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.7952763170034137
2017-04-01,64.510647,-49.270113,1121.9,-12.0549,73.1692,NUK_U,NUK,U,month,MAM,64.482457,-49.536861,526.58,-7.4632,59.1174,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.7702320744114269
2017-05-01,64.510634,-49.270263,1120.73,-1.2778,77.1838,NUK_U,NUK,U,month,MAM,64.482481,-49.537076,529.57,1.4394,77.9746,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.4557951505086851
2017-06-01,64.510612,-49.27046,1119.64,0.2782,74.7991,NUK_U,NUK,U,month,JJA,64.482511,-49.53733,527.98,3.5265,71.1187,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.5448842144109236
2017-07-01,64.510586,-49.270697,1119.53,0.7984,69.7763,NUK_U,NUK,U,month,JJA,64.482524,-49.537542,526.75,4.3804,68.5586,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.6008605288981709
2017-08-01,64.510563,-49.270919,1119.23,1.5732,78.9994,NUK_U,NUK,U,month,JJA,64.482534,-49.537679,526.12,4.7723,75.1496,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.536631188720865
2017-09-01,64.51054,-49.271116,1118.62,-3.6902,70.9147,NUK_U,NUK,U,month,SON,,,,0.555,69.882,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.7121086312893676
2017-10-01,64.510523,-49.27128,1118.55,-5.6278,69.9546,NUK_U,NUK,U,month,SON,,,,-1.6152,65.5726,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.6730912781286433
2017-11-01,64.510504,-49.271481,1118.01,-10.4384,70.7238,NUK_U,NUK,U,month,SON,,,,-5.6763,64.1106,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.7988157243623615
2017-12-01,64.510483,-49.271656,1119.39,-11.9419,64.7682,NUK_U,NUK,U,month,DJF,,,,-6.8631,56.402,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.8519403836314993
2018-01-01,64.51046,-49.271842,1118.26,-17.8378,56.9094,NUK_U,NUK,U,month,DJF,,,,-13.5454,53.916,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.7200261681302371
2018-02-01,64.510433,-49.272018,1118.35,-22.9581,65.5358,NUK_U,NUK,U,month,DJF,,,,-18.3754,62.7585,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.7687223745900752
2018-03-01,64.51041,-49.2722,1118.08,-14.7609,58.6642,NUK_U,NUK,U,month,MAM,,,,-9.9677,53.8228,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.8040325759672562
2018-04-01,64.510384,-49.27241,1119.06,-8.6435,63.4765,NUK_U,NUK,U,month,MAM,,,,-4.4713,64.6913,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.6998632882939554
2018-05-01,64.510365,-49.272582,1119.12,-9.419,66.8309,NUK_U,NUK,U,month,MAM,,,,-4.2714,63.7982,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.8634812000436137
2018-06-01,64.510338,-49.27279,1119.53,0.5512,72.4539,NUK_U,NUK,U,month,JJA,,,,3.1364,79.6862,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.4336528864621863
2018-07-01,64.510306,-49.273041,1119.52,1.5215,80.6555,NUK_U,NUK,U,month,JJA,,,,4.0333,79.4182,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.4213404456969362
2018-08-01,64.510286,-49.273256,1118.68,0.479,78.9491,NUK_U,NUK,U,month,JJA,64.482761,-49.540117,522.15,3.7279,74.0468,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.5449848610656804
2018-09-01,64.510274,-49.273412,1117.73,-4.0621,73.8665,NUK_U,NUK,U,month,SON,64.482785,-49.540308,521.78,0.7717,66.864,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.8108429996058008
2018-10-01,64.510256,-49.273568,1117.71,-13.6328,71.7546,NUK_U,NUK,U,month,SON,64.482802,-49.540478,521.59,-7.8887,61.0078,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.9635407493143449
2018-11-01,64.510234,-49.273748,1116.9,-11.3716,62.4077,NUK_U,NUK,U,month,SON,64.482822,-49.540659,521.04,-7.1522,50.7445,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.7077808251348249
2018-12-01,64.510213,-49.273928,1117.64,-10.202,70.786,NUK_U,NUK,U,month,DJF,64.482839,-49.54084,520.89,-6.2531,61.1483,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.6624059582819618
2019-01-01,64.510192,-49.274109,1117.9,-14.8105,72.3239,NUK_U,NUK,U,month,DJF,64.48286,-49.541031,521.69,-10.3852,61.6143,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.7423194021588709
2019-02-01,64.510169,-49.274293,1118.58,-13.7804,61.5966,NUK_U,NUK,U,month,DJF,64.482876,-49.541206,522.26,-9.4315,48.4884,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.7295037281198369
2019-03-01,64.510143,-49.274472,1118.44,-15.1364,67.1911,NUK_U,NUK,U,month,MAM,64.482895,-49.541391,521.82,-10.3492,56.5296,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.8030261094196883
2019-04-01,64.510114,-49.274687,1118.8,-7.2977,63.9847,NUK_U,NUK,U,month,MAM,64.482914,-49.541615,522.89,-2.4349,51.5585,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.8157075879190466
2019-05-01,64.510092,-49.274864,1119.34,-0.1289,66.1396,NUK_U,NUK,U,month,MAM,64.482938,-49.541845,523.03,3.5458,60.6188,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.6164104370580984
2019-06-01,64.510063,-49.27511,1119.32,1.4033,77.4048,NUK_U,NUK,U,month,JJA,64.482965,-49.542109,522.28,4.4766,69.7769,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.5155289401068534
2019-07-01,64.510034,-49.275353,1118.6,2.2089,76.8606,NUK_U,NUK,U,month,JJA,64.482984,-49.542329,520.35,5.5004,67.2063,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.5521307735534142
2019-08-01,64.510014,-49.275532,1117.41,0.4177,77.3374,NUK_U,NUK,U,month,JJA,64.483007,-49.542558,517.82,3.954,68.422,NUK_L,L,1119.0349999999999,522.89,596.1449999999999,-0.5931946086941937
